date 20140917, 20high 3033.0,20low 2729.0,10high 2930.0 10low 2729.0,Today high 2818.0, low 2786.0, position -1 , N 34.2913664394
date 20140918, 20high 3018.0,20low 2729.0,10high 2907.0 10low 2729.0,Today high 2802.0, low 2773.0, position -1 , N 34.1767981174
date 20140919, 20high 3005.0,20low 2729.0,10high 2866.0 10low 2729.0,Today high 2769.0, low 2713.0, position -1 , N 34.2679582115
date 20140922, 20high 3005.0,20low 2713.0,10high 2849.0 10low 2713.0,Today high 2700.0, low 2625.0, position -1 , N 35.5545603009
date 20140923, 20high 2993.0,20low 2625.0,10high 2837.0 10low 2625.0,Today high 2654.0, low 2601.0, position -1 , N 38.4768322859
date 20140924, 20high 2993.0,20low 2601.0,10high 2837.0 10low 2601.0,Today high 2643.0, low 2617.0, position -1 , N 39.2029906716
date 20140925, 20high 2992.0,20low 2601.0,10high 2837.0 10low 2601.0,Today high 2628.0, low 2545.0, position -1 , N 38.542841138
date 20140926, 20high 2972.0,20low 2545.0,10high 2837.0 10low 2545.0,Today high 2628.0, low 2545.0, position -1 , N 40.7656990811
date 20140929, 20high 2948.0,20low 2545.0,10high 2837.0 10low 2545.0,Today high 2604.0, low 2522.0, position -1 , N 42.8774141271
date 20140930, 20high 2943.0,20low 2522.0,10high 2837.0 10low 2522.0,Today high 2565.0, low 2531.0, position -1 , N 44.8335434207
date 20141008, 20high 2930.0,20low 2522.0,10high 2818.0 10low 2522.0,Today high 2576.0, low 2514.0, position -1 , N 44.2918662497
date 20141009, 20high 2907.0,20low 2514.0,10high 2802.0 10low 2514.0,Today high 2569.0, low 2519.0, position -1 , N 45.1772729372
date 20141010, 20high 2866.0,20low 2514.0,10high 2769.0 10low 2514.0,Today high 2599.0, low 2534.0, position -1 , N 45.4184092903
date 20141013, 20high 2849.0,20low 2514.0,10high 2700.0 10low 2514.0,Today high 2668.0, low 2603.0, position -1 , N 46.3974888258
date 20141014, 20high 2837.0,20low 2514.0,10high 2668.0 10low 2514.0,Today high 2668.0, low 2632.0, position -1 , N 48.4776143845
date 20141015, 20high 2837.0,20low 2514.0,10high 2668.0 10low 2514.0,Today high 2671.0, low 2631.0, position 0 , N 47.8537336653
date 20141016, 20high 2837.0,20low 2514.0,10high 2671.0 10low 2514.0,Today high 2665.0, low 2598.0, position 0 , N 47.461046982
date 20141017, 20high 2837.0,20low 2514.0,10high 2671.0 10low 2514.0,Today high 2658.0, low 2615.0, position 0 , N 48.4379946329
date 20141020, 20high 2837.0,20low 2514.0,10high 2671.0 10low 2514.0,Today high 2652.0, low 2611.0, position 0 , N 48.1660949013
date 20141021, 20high 2837.0,20low 2514.0,10high 2671.0 10low 2514.0,Today high 2644.0, low 2614.0, position 0 , N 47.8077901562
date 20141022, 20high 2818.0,20low 2514.0,10high 2671.0 10low 2514.0,Today high 2619.0, low 2560.0, position 0 , N 46.9174006484
date 20141023, 20high 2802.0,20low 2514.0,10high 2671.0 10low 2519.0,Today high 2578.0, low 2541.0, position 0 , N 47.521530616
date 20141024, 20high 2769.0,20low 2514.0,10high 2671.0 10low 2534.0,Today high 2578.0, low 2546.0, position 0 , N 46.9954540852
date 20141027, 20high 2700.0,20low 2514.0,10high 2671.0 10low 2541.0,Today high 2588.0, low 2566.0, position 0 , N 46.2456813809
date 20141028, 20high 2671.0,20low 2514.0,10high 2671.0 10low 2541.0,Today high 2584.0, low 2560.0, position 0 , N 45.0333973119
date 20141029, 20high 2671.0,20low 2514.0,10high 2671.0 10low 2541.0,Today high 2613.0, low 2572.0, position 0 , N 43.9817274463
date 20141030, 20high 2671.0,20low 2514.0,10high 2665.0 10low 2541.0,Today high 2642.0, low 2601.0, position 0 , N 43.832641074
date 20141031, 20high 2671.0,20low 2514.0,10high 2658.0 10low 2541.0,Today high 2615.0, low 2584.0, position 0 , N 43.6910090203
date 20141103, 20high 2671.0,20low 2514.0,10high 2652.0 10low 2541.0,Today high 2601.0, low 2559.0, position 0 , N 43.0564585693
date 20141104, 20high 2671.0,20low 2514.0,10high 2644.0 10low 2541.0,Today high 2587.0, low 2544.0, position 0 , N 43.0036356408
date 20141105, 20high 2671.0,20low 2514.0,10high 2642.0 10low 2541.0,Today high 2584.0, low 2533.0, position 0 , N 43.0034538588
date 20141106, 20high 2671.0,20low 2519.0,10high 2642.0 10low 2533.0,Today high 2558.0, low 2534.0, position 0 , N 43.4032811658
date 20141107, 20high 2671.0,20low 2533.0,10high 2642.0 10low 2533.0,Today high 2569.0, low 2526.0, position 0 , N 42.4331171075
date 20141107, short price 2533.0
date 20141110, 20high 2671.0,20low 2526.0,10high 2642.0 10low 2526.0,Today high 2597.0, low 2568.0, position -1 , N 42.4614612522
date 20141111, 20high 2671.0,20low 2526.0,10high 2642.0 10low 2526.0,Today high 2584.0, low 2557.0, position -1 , N 42.3883881895
date 20141112, 20high 2671.0,20low 2526.0,10high 2642.0 10low 2526.0,Today high 2587.0, low 2559.0, position -1 , N 41.6189687801
date 20141113, 20high 2665.0,20low 2526.0,10high 2642.0 10low 2526.0,Today high 2567.0, low 2536.0, position -1 , N 40.9380203411
date 20141114, 20high 2658.0,20low 2526.0,10high 2615.0 10low 2526.0,Today high 2552.0, low 2531.0, position -1 , N 40.691119324
date 20141117, 20high 2652.0,20low 2526.0,10high 2601.0 10low 2526.0,Today high 2552.0, low 2525.0, position -1 , N 39.7065633578
date 20141118, 20high 2644.0,20low 2525.0,10high 2597.0 10low 2525.0,Today high 2526.0, low 2447.0, position -1 , N 39.0712351899
date 20141119, 20high 2642.0,20low 2447.0,10high 2597.0 10low 2447.0,Today high 2474.0, low 2449.0, position -1 , N 41.3176734304
date 20141120, 20high 2642.0,20low 2447.0,10high 2597.0 10low 2447.0,Today high 2472.0, low 2449.0, position -1 , N 40.5017897589
date 20141121, 20high 2642.0,20low 2447.0,10high 2597.0 10low 2447.0,Today high 2476.0, low 2431.0, position -1 , N 39.626700271
date 20141124, 20high 2642.0,20low 2431.0,10high 2597.0 10low 2431.0,Today high 2494.0, low 2450.0, position -1 , N 39.8953652574
date 20141125, 20high 2642.0,20low 2431.0,10high 2587.0 10low 2431.0,Today high 2464.0, low 2439.0, position -1 , N 40.1005969945
date 20141126, 20high 2642.0,20low 2431.0,10high 2587.0 10low 2431.0,Today high 2468.0, low 2443.0, position -1 , N 39.3455671448
date 20141127, 20high 2642.0,20low 2431.0,10high 2567.0 10low 2431.0,Today high 2549.0, low 2464.0, position -1 , N 38.6282887876
date 20141128, 20high 2615.0,20low 2431.0,10high 2552.0 10low 2431.0,Today high 2581.0, low 2524.0, position -1 , N 41.1468743482
date 20141201, 20high 2601.0,20low 2431.0,10high 2581.0 10low 2431.0,Today high 2550.0, low 2512.0, position 0 , N 41.9395306308
date 20141202, 20high 2597.0,20low 2431.0,10high 2581.0 10low 2431.0,Today high 2560.0, low 2489.0, position 0 , N 41.9425540992
date 20141203, 20high 2597.0,20low 2431.0,10high 2581.0 10low 2431.0,Today high 2544.0, low 2499.0, position 0 , N 43.3954263943
date 20141204, 20high 2597.0,20low 2431.0,10high 2581.0 10low 2431.0,Today high 2595.0, low 2537.0, position 0 , N 43.4756550746
date 20141205, 20high 2597.0,20low 2431.0,10high 2595.0 10low 2431.0,Today high 2578.0, low 2552.0, position 0 , N 44.2018723208
date 20141208, 20high 2597.0,20low 2431.0,10high 2595.0 10low 2439.0,Today high 2593.0, low 2544.0, position 0 , N 43.2917787048
date 20141209, 20high 2595.0,20low 2431.0,10high 2595.0 10low 2439.0,Today high 2561.0, low 2511.0, position 0 , N 43.5771897696
date 20141210, 20high 2595.0,20low 2431.0,10high 2595.0 10low 2443.0,Today high 2575.0, low 2542.0, position 0 , N 43.8983302811
date 20141211, 20high 2595.0,20low 2431.0,10high 2595.0 10low 2464.0,Today high 2605.0, low 2555.0, position 0 , N 43.353413767
date 20141212, 20high 2605.0,20low 2431.0,10high 2605.0 10low 2489.0,Today high 2593.0, low 2566.0, position 1 , N 43.6857430787
date 20141215, 20high 2605.0,20low 2431.0,10high 2605.0 10low 2489.0,Today high 2598.0, low 2573.0, position 1 , N 42.8514559247
date 20141216, 20high 2605.0,20low 2431.0,10high 2605.0 10low 2489.0,Today high 2559.0, low 2532.0, position 1 , N 41.9588831285
date 20141217, 20high 2605.0,20low 2431.0,10high 2605.0 10low 2499.0,Today high 2551.0, low 2534.0, position 0 , N 41.9109389721
date 20141218, 20high 2605.0,20low 2431.0,10high 2605.0 10low 2511.0,Today high 2557.0, low 2524.0, position 0 , N 40.6653920235
date 20141219, 20high 2605.0,20low 2431.0,10high 2605.0 10low 2511.0,Today high 2576.0, low 2552.0, position 0 , N 40.2821224223
date 20141222, 20high 2605.0,20low 2439.0,10high 2605.0 10low 2511.0,Today high 2568.0, low 2509.0, position 0 , N 39.4680163012
date 20141223, 20high 2605.0,20low 2439.0,10high 2605.0 10low 2509.0,Today high 2504.0, low 2472.0, position 0 , N 40.6946154861
date 20141224, 20high 2605.0,20low 2443.0,10high 2605.0 10low 2472.0,Today high 2510.0, low 2470.0, position 0 , N 41.0598847118
date 20141225, 20high 2605.0,20low 2464.0,10high 2605.0 10low 2470.0,Today high 2503.0, low 2481.0, position 0 , N 41.0068904762
date 20141226, 20high 2605.0,20low 2470.0,10high 2598.0 10low 2470.0,Today high 2494.0, low 2479.0, position 0 , N 40.0565459524
date 20141229, 20high 2605.0,20low 2470.0,10high 2598.0 10low 2470.0,Today high 2530.0, low 2473.0, position 0 , N 38.8037186548
date 20141230, 20high 2605.0,20low 2470.0,10high 2576.0 10low 2470.0,Today high 2614.0, low 2519.0, position 0 , N 39.7135327221
date 20141231, 20high 2614.0,20low 2470.0,10high 2614.0 10low 2470.0,Today high 2629.0, low 2579.0, position 1 , N 42.477856086
date 20150105, 20high 2629.0,20low 2470.0,10high 2629.0 10low 2470.0,Today high 2574.0, low 2546.0, position 0 , N 42.8539632817
date 20150106, 20high 2629.0,20low 2470.0,10high 2629.0 10low 2470.0,Today high 2648.0, low 2553.0, position 0 , N 43.2612651176
date 20150107, 20high 2648.0,20low 2470.0,10high 2648.0 10low 2470.0,Today high 2618.0, low 2573.0, position 1 , N 45.8482018617
date 20150108, 20high 2648.0,20low 2470.0,10high 2648.0 10low 2470.0,Today high 2606.0, low 2567.0, position 0 , N 46.0057917686
date 20150109, 20high 2648.0,20low 2470.0,10high 2648.0 10low 2470.0,Today high 2591.0, low 2550.0, position 0 , N 45.6555021802
date 20150112, 20high 2648.0,20low 2470.0,10high 2648.0 10low 2473.0,Today high 2588.0, low 2504.0, position 0 , N 45.4227270712
date 20150113, 20high 2648.0,20low 2470.0,10high 2648.0 10low 2473.0,Today high 2516.0, low 2486.0, position 0 , N 47.3515907176
date 20150114, 20high 2648.0,20low 2470.0,10high 2648.0 10low 2473.0,Today high 2521.0, low 2458.0, position 0 , N 46.4840111817
date 20150114, short price 2470.0
date 20150115, 20high 2648.0,20low 2458.0,10high 2648.0 10low 2458.0,Today high 2525.0, low 2475.0, position -1 , N 47.3098106226
date 20150116, 20high 2648.0,20low 2458.0,10high 2648.0 10low 2458.0,Today high 2533.0, low 2499.0, position -1 , N 47.4443200915
date 20150119, 20high 2648.0,20low 2458.0,10high 2648.0 10low 2458.0,Today high 2528.0, low 2473.0, position -1 , N 46.7721040869
date 20150120, 20high 2648.0,20low 2458.0,10high 2648.0 10low 2458.0,Today high 2528.0, low 2489.0, position -1 , N 47.1834988826
date 20150121, 20high 2648.0,20low 2458.0,10high 2618.0 10low 2458.0,Today high 2514.0, low 2474.0, position -1 , N 46.7743239385
date 20150122, 20high 2648.0,20low 2458.0,10high 2606.0 10low 2458.0,Today high 2494.0, low 2466.0, position -1 , N 46.4356077415
date 20150123, 20high 2648.0,20low 2458.0,10high 2591.0 10low 2458.0,Today high 2499.0, low 2475.0, position -1 , N 45.5138273545
date 20150126, 20high 2648.0,20low 2458.0,10high 2588.0 10low 2458.0,Today high 2489.0, low 2447.0, position -1 , N 44.4381359867
date 20150127, 20high 2648.0,20low 2447.0,10high 2533.0 10low 2447.0,Today high 2474.0, low 2454.0, position -1 , N 44.3162291874
date 20150128, 20high 2648.0,20low 2447.0,10high 2533.0 10low 2447.0,Today high 2480.0, low 2460.0, position -1 , N 43.100417728
date 20150129, 20high 2648.0,20low 2447.0,10high 2533.0 10low 2447.0,Today high 2519.0, low 2477.0, position -1 , N 41.9453968416
date 20150130, 20high 2648.0,20low 2447.0,10high 2533.0 10low 2447.0,Today high 2518.0, low 2497.0, position -1 , N 41.9481269995
date 20150202, 20high 2648.0,20low 2447.0,10high 2528.0 10low 2447.0,Today high 2529.0, low 2492.0, position -1 , N 40.9007206496
date 20150203, 20high 2648.0,20low 2447.0,10high 2529.0 10low 2447.0,Today high 2515.0, low 2489.0, position 0 , N 40.7056846171
date 20150204, 20high 2618.0,20low 2447.0,10high 2529.0 10low 2447.0,Today high 2529.0, low 2487.0, position 0 , N 39.9704003862
date 20150205, 20high 2606.0,20low 2447.0,10high 2529.0 10low 2447.0,Today high 2513.0, low 2493.0, position 0 , N 40.0718803669
date 20150206, 20high 2591.0,20low 2447.0,10high 2529.0 10low 2447.0,Today high 2516.0, low 2495.0, position 0 , N 39.3182863486
date 20150209, 20high 2588.0,20low 2447.0,10high 2529.0 10low 2447.0,Today high 2533.0, low 2489.0, position 0 , N 38.5023720312
date 20150210, 20high 2533.0,20low 2447.0,10high 2533.0 10low 2454.0,Today high 2517.0, low 2499.0, position 0 , N 38.7772534296
date 20150211, 20high 2533.0,20low 2447.0,10high 2533.0 10low 2460.0,Today high 2517.0, low 2504.0, position 0 , N 37.7383907581
date 20150212, 20high 2533.0,20low 2447.0,10high 2533.0 10low 2477.0,Today high 2517.0, low 2498.0, position 0 , N 36.5014712202
date 20150213, 20high 2533.0,20low 2447.0,10high 2533.0 10low 2487.0,Today high 2536.0, low 2507.0, position 0 , N 35.6263976592
date 20150216, 20high 2536.0,20low 2447.0,10high 2536.0 10low 2487.0,Today high 2566.0, low 2528.0, position 1 , N 35.2950777762
date 20150217, 20high 2566.0,20low 2447.0,10high 2566.0 10low 2487.0,Today high 2550.0, low 2526.0, position 1 , N 35.4303238874
date 20150225, 20high 2566.0,20low 2447.0,10high 2566.0 10low 2487.0,Today high 2535.0, low 2500.0, position 1 , N 34.8588076931
date 20150226, 20high 2566.0,20low 2447.0,10high 2566.0 10low 2489.0,Today high 2534.0, low 2511.0, position 0 , N 35.2158673084
date 20150227, 20high 2566.0,20low 2447.0,10high 2566.0 10low 2489.0,Today high 2540.0, low 2497.0, position 0 , N 34.755073943
date 20150302, 20high 2566.0,20low 2447.0,10high 2566.0 10low 2489.0,Today high 2525.0, low 2466.0, position 0 , N 35.1673202458
date 20150303, 20high 2566.0,20low 2454.0,10high 2566.0 10low 2466.0,Today high 2533.0, low 2500.0, position 0 , N 36.3589542335
date 20150304, 20high 2566.0,20low 2460.0,10high 2566.0 10low 2466.0,Today high 2520.0, low 2504.0, position 0 , N 36.1910065219
date 20150305, 20high 2566.0,20low 2466.0,10high 2566.0 10low 2466.0,Today high 2512.0, low 2471.0, position 0 , N 35.1814561958
date 20150306, 20high 2566.0,20low 2466.0,10high 2566.0 10low 2466.0,Today high 2492.0, low 2454.0, position 0 , N 35.472383386
date 20150306, short price 2466.0
date 20150309, 20high 2566.0,20low 2454.0,10high 2566.0 10low 2454.0,Today high 2470.0, low 2432.0, position -1 , N 35.5987642167
date 20150310, 20high 2566.0,20low 2432.0,10high 2550.0 10low 2432.0,Today high 2452.0, low 2404.0, position -1 , N 35.7188260058
date 20150311, 20high 2566.0,20low 2404.0,10high 2540.0 10low 2404.0,Today high 2431.0, low 2403.0, position -1 , N 36.3328847056
date 20150312, 20high 2566.0,20low 2403.0,10high 2540.0 10low 2403.0,Today high 2458.0, low 2419.0, position -1 , N 35.9162404703
date 20150313, 20high 2566.0,20low 2403.0,10high 2540.0 10low 2403.0,Today high 2466.0, low 2440.0, position -1 , N 36.0704284468
date 20150316, 20high 2566.0,20low 2403.0,10high 2533.0 10low 2403.0,Today high 2483.0, low 2439.0, position -1 , N 35.5669070244
date 20150317, 20high 2566.0,20low 2403.0,10high 2533.0 10low 2403.0,Today high 2484.0, low 2468.0, position -1 , N 35.9885616732
date 20150318, 20high 2566.0,20low 2403.0,10high 2520.0 10low 2403.0,Today high 2488.0, low 2449.0, position -1 , N 34.9891335895
date 20150319, 20high 2566.0,20low 2403.0,10high 2512.0 10low 2403.0,Today high 2475.0, low 2450.0, position 0 , N 35.1896769101
date 20150320, 20high 2566.0,20low 2403.0,10high 2492.0 10low 2403.0,Today high 2472.0, low 2455.0, position 0 , N 34.6801930646
date 20150323, 20high 2566.0,20low 2403.0,10high 2488.0 10low 2403.0,Today high 2528.0, low 2452.0, position 0 , N 33.7961834113
date 20150324, 20high 2550.0,20low 2403.0,10high 2528.0 10low 2403.0,Today high 2552.0, low 2521.0, position 0 , N 35.9063742408
date 20150325, 20high 2552.0,20low 2403.0,10high 2552.0 10low 2403.0,Today high 2531.0, low 2493.0, position 1 , N 35.6610555287
date 20150326, 20high 2552.0,20low 2403.0,10high 2552.0 10low 2419.0,Today high 2502.0, low 2476.0, position 0 , N 35.7780027523
date 20150327, 20high 2552.0,20low 2403.0,10high 2552.0 10low 2439.0,Today high 2481.0, low 2399.0, position 0 , N 35.2891026147
date 20150327, short price 2403.0
date 20150330, 20high 2552.0,20low 2399.0,10high 2552.0 10low 2399.0,Today high 2488.0, low 2444.0, position -1 , N 37.6246474839
date 20150331, 20high 2552.0,20low 2399.0,10high 2552.0 10low 2399.0,Today high 2471.0, low 2412.0, position 0 , N 37.9434151097
date 20150401, 20high 2552.0,20low 2399.0,10high 2552.0 10low 2399.0,Today high 2424.0, low 2380.0, position 0 , N 38.9962443543
date 20150401, short price 2399.0
date 20150402, 20high 2552.0,20low 2380.0,10high 2552.0 10low 2380.0,Today high 2400.0, low 2341.0, position -1 , N 39.3464321365
date 20150403, 20high 2552.0,20low 2341.0,10high 2552.0 10low 2341.0,Today high 2375.0, low 2338.0, position -1 , N 40.3291105297
date 20150407, 20high 2552.0,20low 2338.0,10high 2552.0 10low 2338.0,Today high 2344.0, low 2309.0, position -1 , N 40.1626550032
date 20150408, 20high 2552.0,20low 2309.0,10high 2552.0 10low 2309.0,Today high 2334.0, low 2283.0, position -1 , N 39.9045222531
date 20150409, 20high 2552.0,20low 2283.0,10high 2531.0 10low 2283.0,Today high 2323.0, low 2286.0, position -1 , N 40.4592961404
date 20150410, 20high 2552.0,20low 2283.0,10high 2502.0 10low 2283.0,Today high 2296.0, low 2265.0, position -1 , N 40.2863313334
date 20150413, 20high 2552.0,20low 2265.0,10high 2488.0 10low 2265.0,Today high 2331.0, low 2262.0, position -1 , N 39.8220147667
date 20150414, 20high 2552.0,20low 2262.0,10high 2488.0 10low 2262.0,Today high 2339.0, low 2300.0, position -1 , N 41.2809140284
date 20150415, 20high 2552.0,20low 2262.0,10high 2471.0 10low 2262.0,Today high 2329.0, low 2294.0, position -1 , N 41.166868327
date 20150416, 20high 2552.0,20low 2262.0,10high 2424.0 10low 2262.0,Today high 2328.0, low 2291.0, position -1 , N 40.8585249106
date 20150417, 20high 2552.0,20low 2262.0,10high 2400.0 10low 2262.0,Today high 2335.0, low 2310.0, position -1 , N 40.6655986651
date 20150420, 20high 2552.0,20low 2262.0,10high 2375.0 10low 2262.0,Today high 2314.0, low 2279.0, position -1 , N 39.8823187318
date 20150421, 20high 2552.0,20low 2262.0,10high 2344.0 10low 2262.0,Today high 2291.0, low 2271.0, position -1 , N 39.6382027952
date 20150422, 20high 2552.0,20low 2262.0,10high 2339.0 10low 2262.0,Today high 2333.0, low 2282.0, position -1 , N 38.6562926555
